"Resample";"modelo";"metrica";"valor"
"Fold4.Rep3";"rf";"Kappa";0.843219790182619
"Fold4.Rep4";"rf";"Kappa";0.911190053285968
"Fold4.Rep5";"rf";"Kappa";0.86560650643039
"Fold5.Rep1";"rf";"Kappa";0.891891891891892
"Fold5.Rep2";"rf";"Kappa";0.84629294755877
"Fold5.Rep3";"rf";"Kappa";0.901256732495512
"Fold5.Rep4";"rf";"Kappa";0.890945945945946
"Fold5.Rep5";"rf";"Kappa";0.851657940663176
"Fold1.Rep1";"svm";"Accuracy";0.948339483394834
"Fold1.Rep2";"svm";"Accuracy";0.947955390334573
"Fold1.Rep3";"svm";"Accuracy";0.948148148148148
"Fold1.Rep4";"svm";"Accuracy";0.948339483394834
"Fold1.Rep5";"svm";"Accuracy";0.940740740740741
"Fold2.Rep1";"svm";"Accuracy";0.959259259259259
"Fold2.Rep2";"svm";"Accuracy";0.937037037037037
"Fold2.Rep3";"svm";"Accuracy";0.966789667896679
"Fold2.Rep4";"svm";"Accuracy";0.962962962962963
"Fold2.Rep5";"svm";"Accuracy";0.944237918215613
"Fold3.Rep1";"svm";"Accuracy";0.92962962962963
"Fold3.Rep2";"svm";"Accuracy";0.944444444444444
"Fold3.Rep3";"svm";"Accuracy";0.951851851851852
"Fold3.Rep4";"svm";"Accuracy";0.925925925925926
"Fold3.Rep5";"svm";"Accuracy";0.948148148148148
"Fold4.Rep1";"svm";"Accuracy";0.925650557620818
"Fold4.Rep2";"svm";"Accuracy";0.959409594095941
"Fold4.Rep3";"svm";"Accuracy";0.929368029739777
"Fold4.Rep4";"svm";"Accuracy";0.955555555555556
"Fold4.Rep5";"svm";"Accuracy";0.944649446494465
"Fold5.Rep1";"svm";"Accuracy";0.940740740740741
"Fold5.Rep2";"svm";"Accuracy";0.933333333333333
"Fold5.Rep3";"svm";"Accuracy";0.940740740740741
"Fold5.Rep4";"svm";"Accuracy";0.921933085501859
"Fold5.Rep5";"svm";"Accuracy";0.937037037037037
"Fold1.Rep1";"svm";"Kappa";0.877597109304426
"Fold1.Rep2";"svm";"Kappa";0.873683504393909
"Fold1.Rep3";"svm";"Kappa";0.872958257713249
"Fold1.Rep4";"svm";"Kappa";0.876746150347606
"Fold1.Rep5";"svm";"Kappa";0.853747714808044
"Fold2.Rep1";"svm";"Kappa";0.901960784313726
"Fold2.Rep2";"svm";"Kappa";0.852686308492201
"Fold2.Rep3";"svm";"Kappa";0.921039852374632
"Fold2.Rep4";"svm";"Kappa";0.912434325744308
"Fold2.Rep5";"svm";"Kappa";0.867977619998037
"Fold3.Rep1";"svm";"Kappa";0.835355285961872
"Fold3.Rep2";"svm";"Kappa";0.869109947643979
"Fold3.Rep3";"svm";"Kappa";0.885764499121265
"Fold3.Rep4";"svm";"Kappa";0.821109123434705
"Fold3.Rep5";"svm";"Kappa";0.878260869565217
"Fold4.Rep1";"svm";"Kappa";0.820833888370854
"Fold4.Rep2";"svm";"Kappa";0.903493152902328
"Fold4.Rep3";"svm";"Kappa";0.829183516593697
"Fold4.Rep4";"svm";"Kappa";0.892665474060823
"Fold4.Rep5";"svm";"Kappa";0.86560650643039
"Fold5.Rep1";"svm";"Kappa";0.855855855855856
"Fold5.Rep2";"svm";"Kappa";0.838998211091234
"Fold5.Rep3";"svm";"Kappa";0.858906525573192
"Fold5.Rep4";"svm";"Kappa";0.813865366239415
"Fold5.Rep5";"svm";"Kappa";0.852686308492201
